Source (A)	Source (B)	Source (C)	posemo	negemo
638252699138416000	neutral	In this morning's Google hangout on Google+, John Mueller said at the 18:30 mark that Google may not give HTTPS... http://t.co/HHnyRRjpBq	0.00	0.00
638565356882148990	positive	Happy Monday Los Angeles! We are now over 350k views on our Google+ page. See what all the buzz is about! http://t.co/ifEDquy8ha  #cannabis	3.70	0.00
638577357536624000	neutral	Anyone want to chat philosophy &amp; training on Google+ OnAir tomorrow? @Evolved_MMA @MMA_Jim @survive365 @RealPeterBarry @aerobis_fitness ?	0.00	0.00
638950685610893060	neutral	Bill, a few Google+ posts you may enjoy [nods] [sets iphone on fire]	7.69	0.00
639066539975556990	neutral	Google+ may not be all it's cracked up to be but we promise if you follow us we'll follow back http://t.co/0795U4zD7u	3.70	0.00
639350928261447040	positive	Getting the most from Google+ for your Business? Join our next Workshop in Derby 10 September http://t.co/isLkoc9eWB http://t.co/2PbiHP1LDQ	0.00	0.00
639449952532450940	positive	16 useful features on Facebook, Google+, Twitter and LinkedIn you may have missed http://t.co/rM1fOZGH3i http://t.co/bDxE2ZTCcl	4.35	4.35
639840732547709950	neutral	Haven't logged in to Google+ since last Sunday and I'm almost hesitant to do so now... what do you think, is it worth it? ;-)	0.00	4.17
639854959266274940	positive	Photo: Understanding the Basics of Google Plus You may have heard people speaking about Google+. It is in... http://t.co/AaDcR0F8pZ	0.00	0.00
640231607782109060	neutral	seeing a Google+ button on CNN for the 1st time.	0.00	0.00
640483643542999040	neutral	Google+ sending me an email with "A few posts you may have missed"...bless	7.14	7.14
640814559167540990	neutral	I just Googled something and the 10th result was my Google+ post from almost 3 years ago~	0.00	0.00
641283623568539010	negative	Not Available	0.00	0.00
641317659389394050	neutral	Tuesday's Q&amp;A: Should You Still Spend Time on Google+ Today?  Join the Super Gnomies for this &amp; more! 3:30pm PST: https://t.co/yxZNkxyhzn	3.57	0.00
641382009558957950	positive	Thanks for all the great Google+ reviews so far!! Remember to write yours by September 22nd to be eligible to WIN... http://t.co/knkGmvY9sI	11.54	0.00
641465451436903940	neutral	We meet every Thursday to answer the questions asked on the SEO Questions community on Google+ https://t.co/hGlXZzVhoe	0.00	0.00
641467376802921980	positive	Ryan, a few Google+ posts you may like http://t.co/MFX14Xn9a8	0.00	0.00
641557436189528060	neutral	I've went over this already @JoeCienkowski I'll set up a Google+ hangout which is a live feed to YouTube. I'll send you the invite Sunday.	0.00	0.00
641558308227121020	neutral	I've a livestream on Google+ this Saturday, if you're interested,  Tweet below.	8.33	0.00
622697965094748030	negative	Not Available	0.00	0.00
622791690508717950	positive	This is the first thing that ever blew me away by the Grateful Dead | Viola Lee Blues [May 2, 1970] - YouTube http://t.co/sTheuNCsAs	3.85	0.00
622903571554652030	positive	#KatyPerry, #JohnMayer, #WoodyHarrelson Celebrate Fourth of July with the Grateful Dead http://t.co/ILZxEvjmeT	6.25	0.00
624387653484417020	positive	For your enjoyment, here are Wednesday and Lurch dancing to the Grateful Dead. https://t.co/dscudXQBIs	11.11	0.00
624524628875169020	positive	Not Available	0.00	0.00
624650482812873980	positive	Listening to some Grateful Dead on the YouTubes. It's giving my Friday afternoon a great vibe.	18.75	0.00
624782182050040960	neutral	I may be going to hell in a bucket, baby, but at least I'm enjoying the ride. - Grateful Dead, Hell In A Bucket	8.70	8.70
624787547496054020	positive	Love is like an April rain that makes the harvest grow. - Grateful Dead, Yellow Moon	13.33	0.00
624942225382771970	neutral	EVENT TOMORROW @thebsidedenver: Bluegrass Brunch with The Dead String Band, playing the music of the Grateful Dead http://t.co/MzWw0MdNzG	9.09	0.00
624965082405993980	positive	Calling all you deadheads!  Head over to the free Grateful Dead tribute concert today, July 25th, from... http://t.co/qbDEOfWLNE	9.09	0.00
625033681946546050	negative	The Grateful Dead may have laced a TV crew's coffee with LSD. Let's look at the tape! http://t.co/GF6nBJ2gMl	4.55	0.00
625115589955031040	positive	@hoopshype in that limited time he won 2 rings, MVP, 6th man AND went to 800 Grateful Dead shows. Dude is a beast.	8.70	0.00
625474754582084990	neutral	Not Available	0.00	0.00
625483555510988030	positive	The tour may be over, but the Grateful Dead live on. http://t.co/paLz1wW4a4 #gratefuldead #tiedye	11.11	0.00
625509030170087040	neutral	Not Available	0.00	0.00
625760646995512960	neutral	anybody interested in Bears Picnic Festival? Grateful Dead tribute festival in PA id only be going sat-sun $80  Aug 8 and 9th	17.39	0.00
625817731267448060	neutral	The Summer Jam at Watkins Glen was scheduled for Saturday, July 28th 1973.   The Grateful Dead, The Band, the... http://t.co/9RfecJGklu	4.17	0.00
625866686852386050	neutral	Not Available	0.00	0.00
626080278914706940	positive	Wednesday is DJead night // the inimitable @distantstation will bring another killer DJ set of Grateful Dead songs http://t.co/vWdfMNsuMp	4.55	4.55
626250457820851970	positive	Leaving Texas 4th day of July. Thank you God for inventing Al Gore so we have the technology to listen to a replay of Grateful Dead 7/3/15.	6.90	0.00
626470071725095940	positive	Traditional #refractoria curse: may your days &amp; nights be filled with the music of the Grateful Dead.	5.88	5.88
626577630356196990	positive	Winding down a long day by watching ManU/PSG in Soldier Field (muted) &amp; listening to the Grateful Dead's July 4th setlist. Too appropriate.	4.17	0.00
627165428050194050	positive	Down To Eugene to see the Grateful Dead (~);}  David Gans #VibeTribe #Vibes20 #friday #greenvibesstage http://t.co/VWfbHHV061	5.26	0.00
627250820694720000	positive	If you love the Red Sox, the Grateful Dead and Fenway Park in September...I've got something to share. #GD50 #RexFoundation	14.29	0.00
627390672086114050	positive	Grateful Dead frontman Jerry Garcia (August 1, 1942-1995). One of the most subtle guitar players in rock &amp; roll. http://t.co/qhF92ns6R3	4.00	0.00
627898572311235970	neutral	I just bought: '30 Trips Around The Sun The Definitive Live Story (1965-1995)' ~ Grateful Dead via @AmazonUK http://t.co/FQPJTsz0EI	4.35	0.00
628330057694625020	positive	CSNBA replaying the Grateful Faithful about the Grateful Dead and Bob Weir being a huge SF 49er fan :) Happy Monday :)	27.27	0.00
628705161431620990	positive	Now On Sale! Mindbender: Tribute to the Grateful Dead @ Owsley's Golden Road Boulder CO / Aug 15th 2015 7:00pm http://t.co/nbI5NgUdnf	4.17	0.00
628910685829890050	neutral	Check it out Saturday - Grateful Dead songs, wine paired http://t.co/LJL6bOCKiO via @MyDelmarvaNow	6.25	0.00
628956477747805950	neutral	The alliances within the Grateful Dead shift around more often than a lunch table full of 8th grade girls. Now it's everyone but Phil?	4.17	0.00
629124995109780990	positive	Alex Bleeker &amp; the Freaks 2 play some Grateful Dead songs Sun, Aug 9 at noon @ #OutsideLands Panhandle Stage @sfOutsideLands @AlexFreaker	9.52	4.76
629311648419819010	positive	Grateful Dead Resurrected Once Again, With John Mayer On Guitar: While the Grateful Dead may have reached thei... http://t.co/WpzJczmJmA	8.70	0.00
629623583636000000	positive	@ChadMo1 photo of the press gaggle with @GaryPinkel after Thursday's practice...that's me in the Grateful Dead shirt. http://t.co/SLT0Kjupzo	4.35	0.00
629663564710579970	positive	Waking up to Grateful Dead playing throughout the house. Happy Friday indeed.	25.00	0.00
629745826068339970	positive	Not Available	0.00	0.00
629823099148606980	positive	Uncle John's Band by Grateful Dead is #nowplaying in The Sun, Lancaster.  Download it now at http://t.co/SPHVzkGSTu	4.76	0.00
630019047862759040	neutral	20 years ago this Sunday, Jerry Garcia, the musical and spiritual leader of the Grateful Dead, passed away at 53: https://t.co/i5rd2Y5K98	4.00	0.00
630094196393774980	positive	@trisaarahtop my 1st presidential decree: the national anthem has been changed to a 45 min long improvisation from a Grateful Dead concert	4.55	0.00
630185590596717950	positive	Not Available	0.00	0.00
630223126396338050	positive	@JohnMayer is gonna play Grateful Dead and I'm very excited about that. I would love to here him try to play some @phish . Mayer may you?	19.23	0.00
630294337318947970	neutral	Not Available	0.00	0.00
630307503637703940	positive	This should happen at Goodison. Miralles trying eat the ball. Besic in his nak. Grateful Dead on the tannoy.  https://t.co/SMhF20RYY6	4.17	0.00
630352871691825020	positive	Remembering Rock Great Jerry Garcia,co-founder of the Grateful Dead, who we lost on this day August 9th, 1995 at... http://t.co/4azBVDc0vB	7.41	3.70
630361883581808000	neutral	Not Available	0.00	0.00
630381158677613950	positive	Remembering the Grateful Dead's Jerry Garcia on the 20th Anniversary of His Death http://t.co/lzrqIFmshA http://t.co/mAvX0eyisW	4.35	0.00
630468841345302020	positive	Crowes all day/night at the right tide with the right crew. Sunday papers. Grateful Dead and Bob Marley for music #capeclothconvo	4.55	0.00
630547998351604990	neutral	Jerry Garcia / Grateful Dead -  CNN report from the evening of August 9, 1995 I was watching http://t.co/IvXIIHcWXt	4.76	0.00
630795098855489020	neutral	Pickin' on the Grateful Dead, Vol. 2 by Pickin' On (CD, Jun-2000, CMH Records) http://t.co/N0fKy5H3Ks http://t.co/mPkjTIs1cU	4.00	0.00
630883159001968000	neutral	Big Monday was big dud! In the words of Marty Robbins (too old for you youngsters) but often covered by Grateful Dead - El Paso! LAD best?	7.69	0.00
631160612043792000	positive	Pleasure: sipping an IPA in the evening sun doing the IT xword while listening to Grateful Dead	11.76	0.00
631164882205961980	positive	http://t.co/jSzM9lSg2R #music Country Joe &amp; the Fish 1st print Bob Masse poster BG,FD,AOR,Grateful Dead	4.76	0.00
631227377285229950	positive	Houston!! Help DeadEye celebrate the music of the good 'ol Grateful Dead at the Cottonwood Houston on Saturday,... http://t.co/KrtmDPUpta	8.70	0.00
631452777642881020	positive	August 13 2015/1975: A celebration of 40 years since the Grateful Dead's legendary "One From The... http://t.co/nCtsvjoEKs	4.55	0.00
631546677162146940	positive	Annual season kick-off with FENNARIO - New England's tribute to the Grateful Dead - Saturday, Aug 29th - Doors at 8pm http://t.co/xLaaPJxyyT	4.17	0.00
631623089982439040	positive	I am honored to be celebrating 50 years of Grateful Dead music at the SF Giants game tomorrow night by singing... http://t.co/IvXJ8pxhUD	7.69	0.00
631650771071667970	positive	Not Available	0.00	0.00
631692198661111040	positive	Shakedown is at Toads this Saturday playing the best of the Grateful Dead.  tickets are still available.... http://t.co/eJ0BYhkSu4	13.64	4.55
632066253461389060	positive	@RayWoodson680 The groaning in the 1st inning was that the Grateful Dead shirts had not arrived at the park yet	5.00	0.00
632651462179463040	positive	thhis coming Friday, the 21st, I'll be playing 2 sets of Grateful Dead songs at Sky Bridge Station. starting at 8. (they have beer.)	8.33	0.00
632740786803597060	positive	Not Available	0.00	0.00
632948814522007040	positive	Sunday morning at grandpa's office. Like church but with less hymns and more Grateful Dead. http://t.co/l1SReyQ2fu	5.00	0.00
633463801506070020	positive	New girl at work said she almost quit her job to go see the Grateful Dead for the 3rd time but don't worry, I already took care of the body	6.67	3.33
633596847874043010	positive	I only swipe right for girls named Molly, Mary, or Lucy bc I'm seeing the Grateful Dead on Saturday.	5.26	0.00
633675135162141950	neutral	Pickin' on the Grateful Dead: A Tribute by Pickin' On (CD, May-1997, CMH) NEW http://t.co/LFFDbou0ug http://t.co/ELf25ozv5h	4.00	0.00
633688435274877950	neutral	Jazz Is Dead - A Jazz Exploration of the Grateful Dead comes to the Music Hall on Friday 8/21. Celebrating the... http://t.co/PbDsXigeLG	3.85	0.00
633698375129559040	positive	A pair of tickets from the final Grateful Dead show Sunday, July 5th in Chicago. 7" x 12" offset litho with hot... http://t.co/nx0GKIztzf	3.70	0.00
633707694457782020	positive	Grateful Dead Concert Helps Put Chicago at the Top of the July 4th Destina... http://t.co/3Q2eD7p2my	9.09	0.00
633722718521789950	positive	Grateful Dead show in San diego on the 7th. Save the date.	16.67	0.00
633943452347198980	positive	Not Available	0.00	0.00
634064228773703040	positive	in order that others may know in the land of the night, the ship is drawn by the Grateful Dead.	5.00	0.00
634594173643980030	positive	@littleguccidunn fine! let's get Grateful Dead and Tame Impala on the 4th day too they're both holograms tho	11.11	0.00
634619138925686020	neutral	Not Available	0.00	0.00
634762834203832060	positive	@sportsandra 1) High-life 2) CRAP 3) Grateful Dead for three nights over the 4th of July @ Soldier Field	5.26	5.26
634792376200899970	positive	Saturday night we welcome Grateful Dead tribute band DeadEye onstage with two sets starting at 7:00! As always at... http://t.co/sfpDNb4bOZ	8.00	0.00
634844929458589060	positive	Looking to bring smiles on a Friday...  Did you see the envelope art for the Grateful Dead's 50th anniversary... http://t.co/IAIj0cCsnv	8.33	0.00
634880137654333060	positive	I have the pool, a PBR, and the Grateful Dead. Couldn't ask for a better first Friday off. Been two years..	9.52	0.00
636416625516769020	positive	Anyone wanna go see some of the members from Grateful Dead and John Mayer on December 30tg	5.88	0.00
636489705228532990	positive	Not Available	0.00	0.00
636606568528612990	positive	hypothetically, if I was to come over to Cali in December to see friends/ go see Grateful Dead &amp; John Mayer live, would anyone come with me?	3.70	0.00
636724284002450940	positive	HFUnderpants: 6925 ?Aug 27 / 0048+. Taiul end of show with Grateful Dead's "We Will Get By" into station ID as... http://t.co/WXriNUHQt9	4.00	0.00
636929076855458940	neutral	Soundchecking in Grateful Dead Listening Party with Sunshine Daydream, (DVD), Veneta, Oregon, Aug 27 1972 https://t.co/LZdQR679w4	15.00	0.00
637112039622745980	positive	Not Available	0.00	0.00
637249121586441980	positive	Grateful Dead jams in the morn make for good friday vibez.	18.18	0.00
637269279503745020	neutral	@gabbi_townsend November 5th at Wells Fargo with (the remaining members of) Grateful Dead	7.14	0.00
637488143315288060	positive	Saturday arvo, sunshine, #homebrew and the Grateful Dead.    Perfect!	33.33	0.00
637997985666875010	neutral	I think I may be the only person alive who prefers the Grateful Dead's studio albums over the live ones	5.00	0.00
638069712484563970	neutral	Grateful Dead Open 2nd Set with "Cold, Rain and Snow" https://t.co/N0AJke3MAA via @YouTube	5.88	0.00
638183566501933060	positive	Just favorited "Grateful Dead - Recorded by Zoltan at the San Fran..." by Calgarycmmc Cmmc on Mixcloud https://t.co/pTzqmIb4XU	4.76	0.00
638527155127757950	positive	Mike Shannon: "It's Grateful Dead Night on Wednesday. Who's grateful about that?" .@KMOXSports #stlcards	14.29	0.00
638532062392156030	positive	Not Available	0.00	0.00
638799512996285950	negative	It's Grateful Dead night at the stadium tomorrow. I don't think anybody's grateful for that. -Mike Shannon #MoonMan	11.11	0.00
638851367239592960	positive	Tomorrow is Grateful Dead night at the #STLCards game! Don't miss @jakeslegstl  performing @STLFSMLive after the game http://t.co/fS0LRiFxIV	4.55	4.55
639169354505026940	positive	The Reds are having a fireworks show to the Grateful Dead on Friday.	7.69	0.00
639495024309313020	positive	@ryan_batty @ItsTheBGB Hang on. If this involves the Grateful Dead, they may be doing you a favour.	11.11	0.00
639967443394370940	positive	September 5th 1979 the Grateful Dead performed at NYC's Madison Square Garden (audio) https://t.co/tIBID6ortJ http://t.co/Br1IosFzLt	4.35	0.00
639985050579266940	neutral	September 5th 1982 the Grateful Dead performed at Glen Helen Regional Park in Devore (audio)... http://t.co/qTnjgsWuhK	5.00	0.00
640967476306546050	positive	I love the Grateful Dead. I do not love weed. Just making sure you all know this.  https://t.co/8D05thMF4I	16.67	0.00
641040382688653060	neutral	Grateful Dead July 4, 2015 Set One - Fare Thee Well from the PIT Tripod http://t.co/bBGO4C1EE7	10.53	0.00
641184416409209980	neutral	8 Sep 1945: Pigpen born Ron McKernan, San Bruno, California.  The founding keyboardist of the Grateful Dead was... http://t.co/Yv6wR2KPtl	4.35	0.00
641258770635558020	positive	Old radio commercials for Grateful Dead albums may just be the best thing I've discovered	13.33	0.00
637835688021499010	neutral	Maybe now you guys understand why I changed my name from Save Hannibal Sam to Hannibal Killed Sam on Thursday night #HannibalMicDrop	4.55	4.55
637839533740985980	positive	Hannibal has been the most amazing show on NBC. I really hope they get a 4th season. Bryan Fuller is amazing #Hannibal #HannibalFinale	13.04	0.00
637845305002721020	positive	At the ending, there're oysters on Hannibal's table. How considerate Hannibal is ...but c'mon Will needs fishes #Hannibal #HannibalMicDrop	4.76	0.00
637850602962328960	neutral	ugh also i forgot hannibal is ending...i never kept up with it but i still feel pretty sad it was a damn good show, 1st season	7.41	11.11
637850955778781060	neutral	ugggggggh I want to watch Hannibal finale but I am too tired. Perhaps when I get up tomorrow I will	0.00	0.00
637860108249234940	positive	ok when I'm sober tomorrow I NEED to talk to people about Hannibal	7.69	0.00
637863880597872000	neutral	I'm just sat here crying over the last episode of Hannibal #bye	0.00	8.33
637868102030508030	positive	@afooltocry @HorrorHoneys It's my uneducated opinion that Breaking Bad is the best show in the history of time.Hannibal might now be the 2nd	4.17	8.33
637880353391292030	positive	@neoprod @GillianA @NBCHannibal well you can't do this all by yourself ... Hannibal is inviting to Dinner and Will may finally accepting him	9.09	0.00
637906380565938050	positive	Hannibal finale on Wednesday in the UK. Time to catch up on all the episodes I missed while on holiday.	0.00	5.00
637916003410800000	positive	Tomorrow I will start catching up on Hannibal. I got to ep2 of S3 and had to stop because I wasn't ready for what a ride it was gonna be.	3.33	0.00
637920425083826050	positive	We're deep in Season 3 of HANNIBAL and Will Graham may have met his match with The Tooth Fairy http://t.co/aHbA8EnCJG http://t.co/fJP8d00hgs	0.00	0.00
637930740689170050	negative	After a disappointing end to the 3rd season of OITNB, now to see what Hannibal is all about.	0.00	5.56
637994139766754940	positive	@theofficialmads may I say sir your portrayal of Hannibal is beautiful and haunting. Hope you get this message. Look forward to ur next work	8.33	0.00
638011961733741950	negative	Not Available	0.00	0.00
638025953621310980	neutral	I would've preferred that episode 4 of Hannibal season 3 was the 2nd episode of it. would've been better to check on everyone earlier.	4.17	0.00
638030473424333950	neutral	this has also been the 1st episode of Hannibal that had no tension, action or killing at all. also, almost no (new) Hannibal Lecter scenes.	0.00	8.00
638060396474178940	negative	According to my DVR, the penultimate episode of HANNIBAL is just the 4th quarter of a NFL preseason game. I could eat a face.	0.00	0.00
638071613359980030	positive	I may have a massive love-hate relationship with Hannibal but Bryan Fuller's heart has always been in the right place.	4.76	4.76
638099340905475970	neutral	Not Available	0.00	0.00
638206406416551040	positive	I'm going to be so tired tomorrow but all I want to do is reblog Hannibal related stuff on tumblr. *cries* #Hannibal	0.00	4.55
638225360845433980	positive	Binge watched Hannibal all night and I may have just checked under my bed for a killer. #adultlife	0.00	5.56
638235954172530050	negative	I thought I had enough strength for the Hannibal finale. Tomorrow is lost.	7.69	7.69
638258799057330050	positive	@wylerette it may be called Hannibal but the show does revolve around the both of them plus bryan said they are meant to stay together	0.00	0.00
638276211224018050	positive	We've got to wait until Wednesday night here in the UK for the Hannibal finale yet I've pretty much seen it all in gif form	4.00	0.00
638366741593088000	neutral	On Saturday night, the season - possibly series - finale of HANNIBAL aired on NBC. Grantland's Alex Pappademas,... http://t.co/AwcVj2eprJ	0.00	0.00
638391777955840000	negative	@eattherudecast I think it's Hannibal and Clarice on the run together, which I loathed, but Bryan's talk of an "inversion" may make it work	0.00	0.00
638432473953734020	neutral	I met Em and Blaine through Hannibal. I may have my issues with the show but I'm modest enough to respect that.	4.55	0.00
638439810613517950	positive	I'm crying! :O  Thank you @NBCHannibal for giving Hannibal a home for 3 years, and doing your best to keep it there  https://t.co/QJCCTlhNFS	11.11	3.70
638520696843296000	negative	Hannibal's 3rd season feels like it became more and more a parody of itself.	0.00	0.00
638542000036413060	positive	Tweet from the great state of Denial. New tv show called #Hannibal on thur at 10pm. The guy plyn Hannibal has good cheek bones. Im intrigued	7.69	3.85
638551491230436990	positive	Tonights a good stopping point. Tomorrow I watch the last 6 episodes of Hannibal, ie. the Red Dragon arc.	5.26	0.00
638584698776743040	positive	Not Available	0.00	0.00
638641846319755010	neutral	@NatalehB Unfortunatly irl I don't know anyone who watches Hannibal with me so I'm really looking forward to Saturday :-)	0.00	0.00
638700699631528960	neutral	@_grumpycoconut Monster is an anime. Hannibal is a live action NBC show. It just finished its 3rd season.	0.00	0.00
638799299367862020	positive	I loved the Hannibal finale Saturday. It was good enough and open enough to interpretation to please all types of Fannibal. #HannibalMicDrop	13.64	0.00
638833999306059010	positive	@amalalllama it's a lot bigger than you may think just take a look at Hannibal	0.00	0.00
638834649251233020	positive	The moment I truly fell in love with Will was at the beginning of Sakizuke, when he plays Hannibal for the 1st time. #Hannibal #rewatch	12.00	0.00
638864037674151040	positive	HS Softball: Hannibal 5 Moberly 6. Going into the bottom of the 7th. #HannibalLadyPirates	0.00	0.00
638875063819832960	positive	Jack Baumann scores again with 36 minutes left in the 2nd half to make it 2-1 Hannibal over Kirksville.	0.00	0.00
638890176664743040	neutral	@PhoenixEmpathy - he crosses his legs once he was sat. Hannibal raises an eyebrow upon hearing the teasing tone of the other's voice, he -	0.00	4.35
638938967962812030	neutral	Not Available	0.00	0.00
639009744649351040	positive	I dream of a world where not only is Hannibal in it 4th season but we're also looking forward to a Hannibal vs Dexter Halloween special lol	7.41	0.00
639049022930583040	negative	Bit concerned my brother hasn't read the facebook message I sent him asking him to bring me the last 2 episodes of Hannibal tomorrow.	0.00	0.00
639118925922443010	positive	Nashville, Hannibal, &amp; Empire, I may've named you after TV that was popular at the time of your conception, but you are still my triplets!	4.00	0.00
639180629062515970	neutral	Kristen Bell for Clarice Starling on Hannibal in the imaginary 4th season that will never exist.	0.00	0.00
639185447630016000	positive	Not Available	0.00	0.00
639200606041714050	neutral	SickRage: Download Finished: Hannibal - 3x10 - And the Woman Clothed in Sun - 1080p WEB-DL	0.00	0.00
639205010128116990	positive	Gutted that Hannibal has finished,really hope someone pics it up for Fuller to do a 4th season or even a movie,sure @pashley13 would agree	11.54	0.00
639299769773490050	positive	@DrHLecterMD @lecters_imago / You portray Hannibal beautifully may I just say.	0.00	0.00
639312236452802050	neutral	Take the Romans. In the 2nd-3rd centuries BC, the Romans were at war with Hannibal and his army of mercenaries.... http://t.co/aQRtJMVRqm	0.00	3.85
639449428865056000	positive	Love all of you, thanks you guys for showing me a new Hannibal! -Fannibal https://t.co/J7LeR8VKp9	10.53	0.00
639524372680679040	positive	@BlueRule24 @brasspetal kinda me on Tuesday lol I was numb and done with Hannibal it was scary. Hopped back on the feels train on Wed tho	3.85	3.85
639537087180590980	neutral	@arthurrcustodio - ahhh don't talk about it!! I'll start tomorrow night at home or the day after. Need to finish Hannibal first	0.00	0.00
639552362588318980	positive	There's a 99% chance I'm going to start Hannibal tomorrow.	0.00	0.00
639585745074827010	neutral	My mum just asked me what we're supposed to watch now on Thursday nights since Hannibal is over ;A;	0.00	0.00
639588201619827970	neutral	help help it is thursday and my brain is saying hey remember back when an episode of Hannibal would be airing in 2 hours in Canada	0.00	0.00
639624586812882050	positive	@lilmacmillan I'll be Abigail on Saturday and Hannibal on Sunday :D If you think you see me shout loud and I'll probably hear it~	0.00	0.00
639633072409955970	positive	Also @unwoman gets into town tmrw! Sunday + Monday I'm going up to Hannibal to see her (and various other friends) at the steampunk expo.	0.00	0.00
639634179395705980	positive	Not Available	0.00	0.00
639788172667453060	positive	I have packed just about everything needed for #Tracon starting tomorrow. I am now allowed to watch a couple episodes of Hannibal and knit.	0.00	0.00
639874357494444030	positive	Just sat down to watch the final episode of Hannibal, Season 3. Incredible show!	0.00	0.00
639918387213278980	positive	I'm so excited for the new episode of Hannibal tomorrow *cries*	9.09	9.09
639938026655874940	neutral	Not Available	0.00	0.00
639962232739266050	neutral	@someotherworld @brasspetal @DarklingGrotto we need to reach the speed of light, we may need Hannibal's help	0.00	0.00
639974400830381950	positive	I'm going to binge watch Hannibal tomorrow night. Anyone wish to join me? @d0wninunderland @scully_snails @whatacunningboy @someotherworld	0.00	0.00
639975570198130050	positive	Hannibal gets another TD w/ 10:03 left in the 3rd quarter, extra point no good. Boonville is down 30-7.   .@KOMUsports  #FNF	4.35	0.00
640009670606867970	positive	Nearing the end of Season the 1st of HANNIBAL. I love it so much already I'm devastated in advance that the show stopped before Clarice.	4.00	4.00
640063936843267970	positive	@emmacaulfield 2nd only to Hannibal in best show of the year. Who was knocking at the door??? #MrRobot	5.56	0.00
640148816683896060	positive	Hi @FANEXPOCANADA - I noticed in the Guide app that there's no mention of the Hannibal photo op on Sunday. Is it still running? Great job!	4.00	0.00
640155615554338050	positive	@eddus We've gone for Hannibal over trash but still, lazy days! Am excited to see you and catch up tomorrow. Hello to R.	4.35	4.35
640219070030195970	positive	@BryanFuller Just rewatching the 2nd series finale of Hannibal for the nth time. Not enough words to explain how much it all means to me!	0.00	0.00
640252876581789060	positive	@alfredosaucyy it was on thurs :/ it was a last minute secret show at club bahia. it was so dope! Hannibal and donnell rawlings came thru	0.00	0.00
640303432272859010	neutral	Not Available	0.00	0.00
640358565413321980	positive	FINALLY washed off all the blood. I had so much fun running around as Abigail today. Decided I'm doing Nigel and Hannibal tomorrow.	4.35	0.00
640367315926809980	neutral	@BrianPerNiceDay @lecafedufacade So used to watching Hannibal on Saturday I am shocked I am going clubbing. #Hannibal #FannibalsArentDone	0.00	5.56
640415532144050050	positive	hehhe heres the last of the Hannibal stickers im making.. ill reopen my store with all the Hannibal designs tomorrow! http://t.co/ZPGAqfrSET	4.00	0.00
640447130906296060	neutral	@T4RD1S nah it was there for a few years. Breaking bad, first couple of seasons of GoT, Hannibal, mad men, 1st season of true detective, 1st	3.85	7.69
640497443034001020	positive	I start college tomorrow. I think today is the best day to start watching Hannibal	6.67	0.00
640520063259426050	positive	#Hannibal has been a brilliant series tho &amp; the fact we don't know if Hannibal is still alive leaves door open for a 4th season #Hopefully	7.69	0.00
640545752670931970	neutral	@FrygtCanophilis Hannibal was still in the room sat on the chair reading	0.00	0.00
640605365009255940	positive	@Vortex566 oo I need to get back in to Hannibal! Did season 1 then just kind of stopped. Yar, started last week. You got kids in tomorrow?	0.00	0.00
640615587148861060	positive	I'm getting up at 6 tomorrow so I sticked in and out Hannibal after I realized next episode has the girl waiting under beds to murder people	0.00	3.70
640627970764369020	neutral	Not Available	0.00	0.00
640631832086756990	positive	Holy shit I just now opened the Hannibal's Kitchen envelope someone handed me Friday night #dragoncon #Hannibal http://t.co/v8DX9Jl0Pv	0.00	4.55
640637108433080060	positive	@Illessa Based on the 1st ep, Mr Robot seems a good series to go on to.It looks to respect the audience in the same way as Hannibal, a least	6.67	0.00
640764980690873980	neutral	Let's be honest, Hannibal may be many things but he's not a rapist which disgusts me more than killing, cannibalism &amp; everything else.	4.35	13.04
640771323342404990	neutral	@SaneCanophilis -- tomorrow." Hannibal squeezed half the contents across his lover's burning cheeks.	8.33	0.00
640882920400379010	positive	@Amirabiabdallah Dexter is great but give Hannibal another try, it gets better after the 5th episode :p	11.76	0.00
640945784528067970	positive	@filmgrabber Michael Marshall shot the hell out of the Hannibal finale. (This movie rules. Loving Maddin Monday)	5.88	5.88
641025972469300990	positive	Not Available	0.00	0.00
641033764269858050	positive	OK so maybe I'm watching, for the 1st time, the 1st episode of the 1st season of Hannibal and OH MY LORD WHAT IS THIS	4.00	0.00
641261396697718020	neutral	@FrygtCanophilis Hannibal removes his hand from your forehead, Will's temperature was back again. He sat down beside the younger man -	0.00	0.00
641369022999740030	positive	@LowriBearman Thank you my love! And I have had a fab day! Distinct lack of Hannibal but I'll put that right tomorrow! xx	13.04	0.00
641380936483929980	neutral	@TheEricGoldman Seriously, when people lament they didn't take the 1st possible deal for Hannibal, I tell them go watch Lost in La Mancha.	0.00	8.70
641403946158820990	neutral	@FromPillow but idk when i'm gonna get around to hannibal and i know wonderfalls is just a season, so i may just tide myself over with that	0.00	0.00
641472430502838020	positive	I'll be sending off Summer and HANNIBAL tomorrow. It'll be a bittersweet day.	0.00	0.00
641554047284199040	neutral	Not Available	0.00	0.00
641579196288925060	neutral	Several of HNB's staff will be serving at the Early Bird Kiwanis Pork Dinner this Friday the 11th, 11-6 pm at Y's Men Pavilion in Hannibal.	0.00	0.00
641661395944078980	neutral	Lots of crime action in Hannibal the past two days... check it out in tomorrow's @hannibalcourier	0.00	0.00
640994093514928000	neutral	Jerry Vance may no longer be a Conservative candidate but maybe Harper can name him to the Senate. #elxn42	0.00	0.00
